file_stem,doc_cer,doc_wer
ffea59b6-0343-41cd-9951-8c08b55ed4ea,0.477746019,0.792141952
db45563e-cc4b-4f10-a75c-d15885b148b0,0.303358414,0.496243575
ed15306f-eae7-4db3-83df-28a3230f8dec,0.530493708,0.695364238
5df5ef2f-9163-4725-b793-0073507ba44e,0.760076368,0.962178517
e954a25c-63cb-4840-a35c-3d120d6d3617,0.484318016,0.656417112
b8e68480-1a21-4c3c-88b6-813ce620ba0d,0.657704918,1
0fc90693-f43a-4005-9b19-6c1fc88c5b61,0.580780393,0.861502347
00e1a7f8-5bac-46f5-8348-cfe7cd634ef9,0.107692308,0.232067511
f2db3a94-a3fb-4c94-81f2-e18c9f3de43f,0.086338798,0.344086022
ed819529-602e-46b2-b8a0-78fbef432bc6,0.135021097,0.437209302
9a68247a-c46a-458e-87b9-fb8fb9e5a6bc,0.560035842,0.748691099
0a2b75e2-3a32-4ce3-9c58-c061026f0b07,0.195953142,0.547368421
ec41dfda-ca9a-4a85-a6e0-55e0151b3356,0.110918042,0.408
d004444e-c443-4da2-9214-9ceb2713c468,0.180501231,0.404150198
e8937ebf-a340-4af3-bb55-78228a4fad3d,0.327232891,0.565047022
d2114573-a8fa-475e-92ca-fe473906512b,1,1
0bb03eba-6941-4672-bdf0-003f0c9e5e79,0.707334274,0.925110132
ef0fe1a6-edf5-4fd4-ad99-aff98b458908,0.663226694,0.94199536
e6385fdc-d65d-45c2-89b7-d43ae99e0160,0.278798745,0.656914894
d9dfe28f-8fb9-4e9b-8001-11e19c33cb04,0.025423729,0.055555556
e8a893e1-f12f-408d-bc70-c55a709d6311,0.653333333,0.891891892
0cf9d5f0-0e72-4173-bcd7-1d773f6194ac,0.087042532,0.308270677
f7b2910b-f2db-4e51-9f8d-ce7019fe9b9f,0.371184023,0.606694561
0baa527a-f787-4877-80f6-ad56e573407c,0.279103398,0.628686327
d3da73ab-2a71-469f-ae29-e27d34e8bf93,0.491525424,0.837837838
1a90a0fa-8308-4d8d-9b29-b29ac74530d2,0.581326417,0.860520095
eb97c7d4-62bb-4872-a3f7-d5c0f9c04749,0.316109422,0.480769231
d3ae9310-4c56-487e-b39c-d0915868c618,0.093503937,0.179810726
0aa9adfb-378e-457a-8e29-f9e75f9611ad,0.046337818,0.236180905
08ca72d0-aa50-42b0-8e33-949bda0d9dfa,1,1
d13d1122-7b19-4256-986d-002c791f96e6,0.130434783,0.515151515
6b8284f4-a188-4785-94d2-6c24fd661c42,0.54610744,0.870410367
a00bd0d9-0afb-46e8-aef5-4349201a0bbd,0.136708861,0.475
0d00db98-42dd-4150-8455-e21e6373a312,0.167311412,0.369426752
faf1a13b-970b-4194-a018-092b13f62f3f,0.063703704,0.258928571
75182530-60cc-46ec-944f-59d2fb160cee,0.801727375,0.990322581
3a1a096b-bf80-4d51-8e3e-c0ce854b00c5,0.120800572,0.323651452
b9c2b569-575c-4227-8437-e3b026ff669e,0.172537743,0.421296296
6bc51535-8147-488c-828e-600f1e6fcc67,1,1
d4439ee1-81e0-40ac-b49a-1ab9515f0b9f,0.617029703,0.725388601
321ee603-5ff0-4c52-9ab6-b7fde044ab29,0.13451512,0.510344828
8d33ad2f-6b98-48cf-b1ea-67aa57985519,0.411399244,0.624768946
03ee511a-9d83-4555-9a54-66a84a998dbf,0.490769231,0.736842105
fae19949-0d95-4354-b423-a96edd8cb4dc,0.442270059,0.752321981
0c91f6d8-d41f-4d3e-8979-b69f57a017b8,0.29773286,0.787521079
6a9cc005-b915-4911-ad26-e3ab18898916,0.225443787,0.606118547
e963f96b-4247-45db-9bf4-f5e95b0359a9,0.742059673,0.932098765
fecc2197-f144-46d3-ad08-755a3495cd51,0.275331936,0.555555556
d23c9d59-c9bf-4e52-9aa0-8b7a0ec0dd14,0.081602736,0.256934307
0b7c8c16-c676-450b-b924-0e1d84281fce,0.326462252,0.478565179
0c0ded6f-0d05-41b0-baae-bbfafa8fef15,0.219476744,0.394230769
56c4116c-6ed7-494c-a337-36d12eb755b8,0.466180371,0.737623762
0e7fd8a5-e97b-4b39-a72a-2ebcabdd9103,0.13836478,0.287878788
edb93a6f-4627-46cd-b1a7-ff95fd5f7352,0.137748344,0.369369369
12a6fe12-e3c9-4772-af7e-dea54f486224,0.180851064,0.539568345
d2f22f7b-f040-4bff-8cb4-cfbaba02e769,0.541341991,0.585956416
d4d7a27a-0bdf-41dd-a05a-56715f87091e,0.563438328,0.926298157
7b40129e-c4fc-4256-be9c-03832d15a49b,0.689525245,0.921793535
f3da8d56-2dac-4e5f-9e35-b0c8616e9160,0.313126253,0.735294118
03cb9917-6faa-41aa-a121-da4f56698c06,0.10986704,0.464285714
d3f09723-2b93-4c28-8166-c95daa11de79,0.313895782,0.476190476
e932c8a9-0853-409e-99a7-af36118cb6a8,0.127962085,0.425531915
01a293a5-0294-4d14-a054-0356b734a67b,0.645361991,0.846153846
1a6dfc6d-8f7f-48a3-9335-ce8e254451d2,0.725255973,0.95890411
1bb05604-bb8e-4a3c-a8cf-7a9a458eb2e4,0.090138936,0.364653244
3e0a51ed-c266-4c7d-9eb2-5dbe73a3a29f,0.604249668,0.859649123
fe942195-a799-4414-8df6-cd421eac23f1,0.73347548,0.98
5fe92f5d-1a58-4bf9-8ed9-2fa0bfe92756,1,1
ee272a9a-3ddd-43c2-b6fc-23b653c93830,0.525201186,0.730870712
0a12ea65-8d0a-4fed-a759-9efcd9864dc1,0.617021277,0.8
d0c63ad3-2c7e-4ee4-b6c8-045131a62b5c,0.530107527,0.676666667
0cc965ed-b115-42ba-85db-071653599446,0.124525437,0.427807487
fed49e27-2b22-4f4f-8023-f5bf7aa1f71a,0.276848592,0.412541254
3cdf7c80-7fa0-4f75-82c2-db77dea5ce11,0.263656633,0.484375
6c2f8636-0f0b-4f29-9e8c-d75051220558,0.581429266,0.628099174
d07e23e9-f6e4-4b23-9965-9f171d9929f3,0.232678387,0.673400673
e900b38d-679c-45e4-a742-0e89dd150469,0.544871795,0.748815166
6b0692f0-2eec-48bc-9ac0-70333a5dd79f,0.687532877,0.926829268
3a0b85f5-4db1-4b1c-a6f0-7c2afba0380c,0.351812367,0.698019802
02bf7f8a-976d-4b51-84ce-2a09cc17578e,1,1
d0c8f672-8697-49a2-aca4-7be177dc21a0,0.690004403,0.879120879
d07db47f-eeab-4b72-96a5-e08a4474372c,0.048350398,0.184357542
fef1b621-f891-4134-b627-0cd137c249c7,0.062450278,0.235602094
52f8d13c-3cd8-4b19-b720-05e708c668f0,0.105134474,0.243194192
2aaedbac-c6df-43ed-b15b-389142c601a3,0.56,1
2f081d1a-7409-4a62-9633-29ca969c6df6,0.629221227,0.771276596
eee4c9c5-6291-480c-8e31-808b504eb710,0.113931523,0.269230769
daf266d4-948a-473c-be37-7d1852af15c8,0.134358974,0.211155378
3cd6f33e-ed51-4a6a-b796-8ef0a054c9fc,0.507348618,0.713450292
6b7efd09-640b-4262-afcc-600445063a5e,1,1
0bff8a81-f877-4efb-8d2f-de9e9b2e5151,0.118489583,0.496
0c708ed0-b2eb-4e40-8888-e56240133e4d,0.154569892,0.417938931
0b35baf0-1886-4720-b3da-504ce2547d89,0.55527365,0.755376344
5fe0d6ce-92b7-4ead-bac6-bf860a0f4df3,0.448295137,0.79
01e0dff2-6674-49f6-b886-da18fd619256,0.716386555,0.762711864
ed10b1a3-b1c8-46ca-98f0-947f200c1855,0.204957102,0.406666667
ff800480-110a-449b-9ffe-ccc720fcef2e,0.343612335,0.662721893
ff43d3ec-0253-4ea3-87f7-e4b1f3a5a4f1,0.749154626,0.985169492
0d16fff3-4ca8-478e-8f56-38cfa59de9c0,0.382566586,0.600985222
daf06876-a4d7-478b-8120-fe33a55499bd,0.22147651,0.445970696
0cfff61f-59a0-4b6a-94d3-d312a04d0fa0,0.223697148,0.632716049
