file_stem,average_NED,average_accuracy,average_precision,average_f1
00fb93d5-7c67-4851-ad08-f23ed2159467,0.2442905844155845,0.595,0.7391304347826086,0.6592797783933517
0bff8a81-f877-4efb-8d2f-de9e9b2e5151,0.24481143334526795,0.5338345864661654,0.6339285714285714,0.5795918367346938
00e1a7f8-5bac-46f5-8348-cfe7cd634ef9,0.24518668466036886,0.680161943319838,0.875,0.7653758542141229
0c4fb76b-1a34-4253-b75a-e7814fd0a137,0.24524882024882025,0.6756756756756757,0.8771929824561403,0.7633587786259542
00f59602-15ca-423e-95f6-eb5ba37248dd,0.24847582972582977,0.5697674418604651,0.6805555555555556,0.6202531645569621
0c708ed0-b2eb-4e40-8888-e56240133e4d,0.2502324395181539,0.5952380952380952,0.7319819819819819,0.6565656565656567
2abf069f-b0fc-44cc-bd30-353b9a2f8773,0.25279354285259803,0.6377952755905512,0.7941176470588235,0.7074235807860261
ec41dfda-ca9a-4a85-a6e0-55e0151b3356,0.2531198531941107,0.5386138613861386,0.6585956416464891,0.5925925925925927
fffc7887-66d2-4573-95c3-eb85188b0b86,0.2554349677089159,0.41304347826086957,0.46503496503496505,0.43750000000000006
fecc2197-f144-46d3-ad08-755a3495cd51,0.2576431350750417,0.6186770428015564,0.775609756097561,0.6883116883116883
321ee603-5ff0-4c52-9ab6-b7fde044ab29,0.262614728431055,0.5850340136054422,0.7226890756302521,0.6466165413533835
0cc965ed-b115-42ba-85db-071653599446,0.2685640606558974,0.5408163265306123,0.6666666666666666,0.5971830985915494
000f02a5-e452-418b-b9a9-316af59d9c11,0.2720015632515632,0.5833333333333334,0.7692307692307693,0.6635071090047394
dbb4dce8-f5c7-4676-82d8-ce7b89c837ad,0.27371079213184474,0.5833333333333334,0.726775956284153,0.6472019464720196
0a2b75e2-3a32-4ce3-9c58-c061026f0b07,0.28026463852151934,0.4954128440366973,0.576,0.5326757090012331
cfac92ae-4b00-4288-afc5-f2ad0932d941,0.2981143219675329,0.41743119266055045,0.4945652173913043,0.45273631840796025
fef9e374-f839-44b5-88c7-f2670ba5df46,0.30348782712675076,0.5531914893617021,0.7536231884057971,0.638036809815951
e963f96b-4247-45db-9bf4-f5e95b0359a9,0.303627477356291,0.5423728813559322,0.7007299270072993,0.6114649681528663
ebec2688-da21-4e5d-8605-71260bbecc25,0.3057751165477162,0.4522058823529412,0.531317494600432,0.48857994041708047
ed819529-602e-46b2-b8a0-78fbef432bc6,0.3083246022351665,0.49795918367346936,0.6354166666666666,0.5583524027459953
2b2a0f03-717f-4610-983d-2295be3fa7a5,0.3136497064579256,0.410958904109589,0.4918032786885246,0.4477611940298507
fae19949-0d95-4354-b423-a96edd8cb4dc,0.31847311112889753,0.4688427299703264,0.5917602996254682,0.5231788079470199
d4a1386e-6fd8-4236-bcad-05d2d98c024d,0.3195359536884962,0.5864406779661017,0.8160377358490566,0.6824457593688362
d0d17e4e-9d8f-465a-998d-fa192692610e,0.32752492752492757,0.45045045045045046,0.5813953488372093,0.5076142131979695
3c4954c7-01bc-4a91-b3c3-d6dfbf5b4e11,0.3423987847344247,0.503921568627451,0.723943661971831,0.5942196531791909
0a77ccd7-415e-4914-a745-392137492d16,0.34478601184208635,0.43769470404984423,0.58298755186722,0.5
d0c63ad3-2c7e-4ee4-b6c8-045131a62b5c,0.34529668844955475,0.5605095541401274,0.822429906542056,0.6666666666666666
323cfddd-1973-44ee-94e6-c2d0954ed9df,0.3464769647696477,0.6341463414634146,0.9629629629629629,0.7647058823529412
cf05feb8-554d-47bb-925e-360f4764d4d4,0.35236439575381884,0.5048076923076923,0.7241379310344828,0.5949008498583569
7b40129e-c4fc-4256-be9c-03832d15a49b,0.3563917097666501,0.5397784491440081,0.6298472385428907,0.5813449023861171
b8e68480-1a21-4c3c-88b6-813ce620ba0d,0.373987979714852,0.34801762114537443,0.41361256544502617,0.37799043062200954
ff800480-110a-449b-9ffe-ccc720fcef2e,0.3753439153439155,0.4888888888888889,0.4888888888888889,0.4888888888888889
d9103c7f-dcba-4903-b05f-2efd5c1a3626,0.38432569029564145,0.44765342960288806,0.6543535620052771,0.5316184351554126
d13d1122-7b19-4256-986d-002c791f96e6,0.3843458130548187,0.41002949852507375,0.5840336134453782,0.4818024263431543
cf0fd562-efc8-4d33-8dd7-98e4cb0f97f2,0.38485969988560664,0.5544041450777202,0.8699186991869918,0.6772151898734177
ebbdf0db-7dfd-474c-a8b1-a99e76f551c0,0.3855820105820107,0.46405228758169936,0.6761904761904762,0.5503875968992249
0b7c8c16-c676-450b-b924-0e1d84281fce,0.3888487754741074,0.5341009743135519,0.8282967032967034,0.6494345718901455
0baa527a-f787-4877-80f6-ad56e573407c,0.38971838471365106,0.4025,0.5709219858156028,0.47214076246334313
f3da8d56-2dac-4e5f-9e35-b0c8616e9160,0.390337756476997,0.26582278481012656,0.3076923076923077,0.28522920203735147
1dd85c01-12c0-411b-af63-afe9c117ffa6,0.39337821954101015,0.3875968992248062,0.5747126436781609,0.46296296296296297
56c4116c-6ed7-494c-a337-36d12eb755b8,0.39564410763425756,0.4481132075471698,0.6785714285714286,0.5397727272727272
0cfff61f-59a0-4b6a-94d3-d312a04d0fa0,0.40423307335072056,0.36036036036036034,0.4979253112033195,0.4181184668989547
0ec5fb17-0ec5-40d2-8d24-7f51881c41ad,0.40484811798371123,0.3135593220338983,0.3978494623655914,0.35071090047393366
e8937ebf-a340-4af3-bb55-78228a4fad3d,0.4049217830963863,0.4429327286470144,0.6697142857142857,0.5332120109190174
d5f049ae-7db9-4f23-acbb-80324df9d928,0.40871020661523455,0.4860335195530726,0.7631578947368421,0.5938566552901023
e954a25c-63cb-4840-a35c-3d120d6d3617,0.40979828775560495,0.5219512195121951,0.8441814595660749,0.6450640542577242
d4b0c25a-54be-4d1e-8b93-7476553e925d,0.4105263818307295,0.527536231884058,0.533724340175953,0.5306122448979591
ef0fe1a6-edf5-4fd4-ad99-aff98b458908,0.4336238465490167,0.19047619047619047,0.2537764350453172,0.21761658031088082
5fe0d6ce-92b7-4ead-bac6-bf860a0f4df3,0.4513643327987671,0.34219269102990035,0.5508021390374331,0.4221311475409836
d3b3e6f1-b96c-4d92-b3e2-e54c17b6ece8,0.4524874253239641,0.3108974358974359,0.49743589743589745,0.3826429980276134
f7b2910b-f2db-4e51-9f8d-ce7019fe9b9f,0.4541220638943599,0.4098671726755218,0.6813880126182965,0.5118483412322274
6adffd08-116a-4519-bee4-e612cee689e1,0.4587784900284901,0.532051282051282,0.9764705882352941,0.6887966804979252
d3f09723-2b93-4c28-8166-c95daa11de79,0.46235502555596014,0.5,0.8294573643410853,0.6239067055393586
e8a893e1-f12f-408d-bc70-c55a709d6311,0.4653359742226577,0.3312883435582822,0.5294117647058824,0.4075471698113207
e932c8a9-0853-409e-99a7-af36118cb6a8,0.468372007043882,0.4114583333333333,0.5448275862068965,0.4688427299703264
dbb33ddc-aa6a-4c64-9695-7b15e685b0f4,0.47661425074108865,0.3321078431372549,0.5282651072124757,0.4078254326561324
3a0b85f5-4db1-4b1c-a6f0-7c2afba0380c,0.48084802708505153,0.3627450980392157,0.6218487394957983,0.45820433436532504
ebc99154-b8b2-4188-94af-ce705ff5908a,0.4862666069562621,0.3448275862068966,0.5882352941176471,0.4347826086956522
8d33ad2f-6b98-48cf-b1ea-67aa57985519,0.49901884363767757,0.4155455904334828,0.7554347826086957,0.5361620057859209
f00eb707-f734-4621-a1b7-c2aa7c11241c,0.501045053590837,0.31296758104738154,0.4726930320150659,0.37659414853713424
6b54972a-69c5-439d-be2e-d1bb659e5c8e,0.5044840801334307,0.37662337662337664,0.7073170731707317,0.4915254237288135
6a9cc005-b915-4911-ad26-e3ab18898916,0.505676216014562,0.3082706766917293,0.45179063360881544,0.36648044692737436
56dab97c-9696-4671-bbba-eaa463976b18,0.5132799158685108,0.3466424682395644,0.5410764872521246,0.42256637168141586
01b52f39-2f09-466c-bc4c-180227eb0d56,0.5197019948650381,0.29347826086956524,0.4981549815498155,0.3693570451436389
ff9fec84-763a-486a-953a-7df10eb38442,0.5234477991698788,0.25853658536585367,0.4380165289256198,0.32515337423312884
5df5ef2f-9163-4725-b793-0073507ba44e,0.5246717406460607,0.29607250755287007,0.5459610027855153,0.3839373163565132
2fbe28b4-bf9c-49b2-9c5b-ecc2318d2cdf,0.5283212307405857,0.22580645161290322,0.3442622950819672,0.27272727272727276
0a9067c1-3a48-436f-938a-f1d6e0d22275,0.5316049506049507,0.3046153846153846,0.553072625698324,0.39285714285714285
eb5f8e57-3fed-4ea1-8afc-e415c7c4dca3,0.5399178690204633,0.24049079754601227,0.3983739837398374,0.2999234889058913
0f740694-0933-4292-acfd-1dbeb002dd0b,0.5421532451065417,0.3021978021978022,0.3216374269005848,0.311614730878187
fba0ba32-c041-422f-9f28-86cba8c0b39f,0.5505152807391612,0.2537313432835821,0.40476190476190477,0.3119266055045872
0c91f6d8-d41f-4d3e-8979-b69f57a017b8,0.556069540096089,0.21238938053097345,0.364741641337386,0.2684563758389262
9fe1d8ad-b224-4334-8623-57599b769cca,0.5609322558884523,0.3547044129891757,0.4030274361400189,0.3773250664304694
d2f22f7b-f040-4bff-8cb4-cfbaba02e769,0.562447836277368,0.40936374549819926,0.9166666666666666,0.5659751037344398
d07e23e9-f6e4-4b23-9965-9f171d9929f3,0.5804920169436298,0.25806451612903225,0.49382716049382713,0.3389830508474576
cfb864f4-068d-4c74-985b-945fdc71c4d4,0.5819442057627314,0.28166351606805295,0.6056910569105691,0.38451612903225807
9a3f6fba-f2f1-48f2-ba85-94a9fbd437fd,0.5837944743247774,0.37373737373737376,0.8757396449704142,0.5238938053097346
d46b4aa6-98de-48c6-af16-6d1ad5e222ef,0.5852577103798601,0.28447339847991315,0.3957703927492447,0.3310170562223626
0bf084ec-77d0-4f95-bab0-d1d23c67037d,0.5966580848229786,0.30186170212765956,0.4613821138211382,0.36495176848874594
1c67923d-c8ce-4585-8010-d9e4a8306c4f,0.5992236024844722,0.34782608695652173,0.8275862068965517,0.48979591836734687
2aaedbac-c6df-43ed-b15b-389142c601a3,0.6064814814814814,0.3333333333333333,0.75,0.46153846153846156
6c2f8636-0f0b-4f29-9e8c-d75051220558,0.6071972907627368,0.32781456953642385,0.792,0.46370023419203743
181a26da-cd71-455c-8fd4-40d1a5305a90,0.6168474240990799,0.26225165562913905,0.30697674418604654,0.28285714285714286
9ed66dc7-41f8-4e8a-8f09-67171347766a,0.6331538683029506,0.2889908256880734,0.7241379310344828,0.4131147540983606
fe942195-a799-4414-8df6-cd421eac23f1,0.6356421356421356,0.2878787878787879,0.7307692307692307,0.41304347826086957
f8bead4c-d713-4d32-9a6d-b5e8f29cadd1,0.639289956204103,0.1717062634989201,0.352549889135255,0.23093681917211328
db45563e-cc4b-4f10-a75c-d15885b148b0,0.6405336240505901,0.28627145085803435,0.3902179691653376,0.3302587176602924
d7eac22e-8fba-4a3a-84c3-c594030a48ff,0.6421865308651843,0.14471243042671614,0.32098765432098764,0.19948849104859334
3dacad11-3fd3-44f2-b45d-3d61831b3590,0.6470925951241738,0.10133333333333333,0.17633410672853828,0.12870448772226928
3cdf7c80-7fa0-4f75-82c2-db77dea5ce11,0.6473685931389858,0.2990936555891239,0.7795275590551181,0.4323144104803493
fed49e27-2b22-4f4f-8023-f5bf7aa1f71a,0.6593465586500592,0.27607361963190186,0.3191489361702128,0.29605263157894735
d3da73ab-2a71-469f-ae29-e27d34e8bf93,0.6609246522708063,0.20085470085470086,0.4563106796116505,0.2789317507418398
ebf5af54-2d1a-4b4b-bfaf-f1e3c68861e8,0.6626746054922974,0.1984732824427481,0.46099290780141844,0.27748132337246534
f92ba449-b0b2-44f3-9f3a-5ffb2f24a726,0.6675062566456016,0.24681238615664844,0.31995277449822906,0.27866323907455015
9d0e702c-b56f-4bc3-9a1c-fef6178c55ce,0.6677242951052476,0.2741702741702742,0.76,0.40296924708377524
6b4c5b04-28f6-4222-b07a-b2513b5fcedc,0.6685758030246219,0.23622047244094488,0.4918032786885246,0.3191489361702128
0a93eea1-31e3-4fda-8a8b-240b3fcd3aff,0.6700880282911537,0.1125,0.20300751879699247,0.1447721179624665
0d16fff3-4ca8-478e-8f56-38cfa59de9c0,0.6733751756154172,0.22897196261682243,0.2648648648648649,0.24561403508771928
e6385fdc-d65d-45c2-89b7-d43ae99e0160,0.6744687387817159,0.19083969465648856,0.4658385093167702,0.27075812274368233
5d086906-6685-406e-bce1-13de9654e70a,0.6792754467754467,0.2076923076923077,0.5294117647058824,0.2983425414364641
d4439ee1-81e0-40ac-b49a-1ab9515f0b9f,0.6793491535564707,0.2682926829268293,0.7857142857142857,0.39999999999999997
02f35df8-3b24-45ca-b207-50f8c5248197,0.6814029846489942,0.1348314606741573,0.24870466321243523,0.17486338797814208
b9c2b569-575c-4227-8437-e3b026ff669e,0.6893899805597054,0.18807339449541285,0.205,0.19617224880382775
1a90a0fa-8308-4d8d-9b29-b29ac74530d2,0.6979806934377417,0.14096916299559473,0.32160804020100503,0.19601837672281777
daf06876-a4d7-478b-8120-fe33a55499bd,0.6984644959021692,0.2077562326869806,0.251959686450168,0.2277327935222672
1a6dfc6d-8f7f-48a3-9335-ce8e254451d2,0.6987458632649194,0.12643678160919541,0.21153846153846154,0.15827338129496404
2404bbd5-4ab6-457d-b862-7e60ce64fa7e,0.7008085052202699,0.22994652406417113,0.6825396825396826,0.344
01e0dff2-6674-49f6-b886-da18fd619256,0.7122619047619048,0.23076923076923078,0.75,0.3529411764705882
0bb03eba-6941-4672-bdf0-003f0c9e5e79,0.714357754611992,0.1850282485875706,0.24349442379182157,0.2102728731942215
0b35baf0-1886-4720-b3da-504ce2547d89,0.7252743533062682,0.20425531914893616,0.38095238095238093,0.2659279778393352
f260d228-1aae-4ba7-a9a7-bd9851d0e73b,0.7307650793650793,0.168,0.4883720930232558,0.25
ffea59b6-0343-41cd-9951-8c08b55ed4ea,0.7440433324762666,0.16851168511685116,0.5502008032128514,0.2580037664783427
e90541bb-279d-478e-a4ae-1e4fd4285a3b,0.7462096332785988,0.14942528735632185,0.5,0.23008849557522124
29d5c493-b628-49e8-8c16-020fae38114b,0.75866004662796,0.1746880570409982,0.24257425742574257,0.20310880829015543
1cbceb5c-da03-4654-8ac5-3f48133e4529,0.7616962914197936,0.15668202764976957,0.5396825396825397,0.24285714285714283
6b0692f0-2eec-48bc-9ac0-70333a5dd79f,0.7638663784426495,0.10508474576271186,0.20945945945945946,0.1399548532731377
0aa9194b-4906-43ce-bcd7-cb8b0d28174e,0.7656131385761012,0.16790123456790124,0.6355140186915887,0.265625
eb526423-2174-4fed-b2c7-ee895c7f6015,0.7675401314597985,0.08596491228070176,0.2620320855614973,0.12945838837516513
dc5bb68a-36dd-4a3f-8f82-6895a69f3b93,0.7862496306622381,0.15472779369627507,0.2222222222222222,0.18243243243243243
d7e3eb0f-3f7a-40aa-b7f4-ba62f19e1c7e,0.7873459860933729,0.09248788368336026,0.265661252900232,0.1372079089275015
6b8284f4-a188-4785-94d2-6c24fd661c42,0.8065828129145122,0.08641975308641975,0.17721518987341772,0.11618257261410789
ebccab5f-27b7-4bf4-9c6f-5c6b499c99dc,0.81278509692999,0.12589073634204276,0.22268907563025211,0.1608497723823976
0fc90693-f43a-4005-9b19-6c1fc88c5b61,0.8429081645041467,0.09151785714285714,0.3037037037037037,0.1406518010291595
db3cff87-6231-4443-8000-d55374e9a587,0.8489090179064124,0.07325383304940375,0.33858267716535434,0.12044817927170869
f8c21d7a-f465-4aab-98ab-f56dd1ab5665,0.8513249415674016,0.07865168539325842,0.12962962962962962,0.09790209790209789
6bc51535-8147-488c-828e-600f1e6fcc67,0.8716071428571428,0.08333333333333333,0.5882352941176471,0.145985401459854
6b62728b-8259-406c-bf89-ad031129fd66,0.875,0.125,1.0,0.2222222222222222
6a01639b-a0e7-413e-8176-9aa227c9f473,0.8822974435474437,0.05,0.2978723404255319,0.08562691131498472
3cd6f33e-ed51-4a6a-b796-8ef0a054c9fc,0.8828915256770623,0.06735751295336788,0.16666666666666666,0.09594095940959411
0f3f3a84-eaa5-4345-8e14-3f48b174de25,0.8860910878112713,0.05504587155963303,0.36363636363636365,0.0956175298804781
6a780d7c-6b92-49b7-bc22-670945d8e45a,0.8875438526644513,0.04499274310595065,0.06801974766867801,0.054160297008080366
e2558815-7565-4ae7-8845-7028a83e483c,0.8901847775576587,0.04406779661016949,0.2708333333333333,0.07580174927113702
da2c5eec-5428-4225-b82e-f2e10424858f,0.8954285714285715,0.06,0.5,0.10714285714285712
ee5ab065-0322-43ec-971d-1ba9e3c3cc91,0.9034188034188034,0.07692307692307693,0.7777777777777778,0.13999999999999999
e905f990-e744-4b38-9099-2831b46c0e73,0.9135513476422568,0.023310023310023312,0.0411522633744856,0.029761904761904767
f78fbab4-9ab3-4d35-8e00-866531dd42db,0.9158775476002367,0.01098901098901099,0.05660377358490566,0.018404907975460124
0d1a5d71-2949-42c7-be4b-7d9fe55ec783,0.9214244407611113,0.03546099290780142,0.31746031746031744,0.06379585326953749
dc5e7c2f-a30c-448d-bb00-9a59403897a7,0.9241896606608443,0.026923076923076925,0.14893617021276595,0.04560260586319218
5e42909a-e456-4ab5-9768-82212de79907,0.9290338164251207,0.06086956521739131,0.6363636363636364,0.1111111111111111
d4d7a27a-0bdf-41dd-a05a-56715f87091e,0.9462370962370963,0.011686143572621035,0.09090909090909091,0.020710059171597635
f335e15b-83ea-44b7-b11d-29635752166c,0.9513725283509458,0.0,0.0,0.0
d9067f1b-49d0-4375-bc40-24bcc7c1ee86,0.9611536281179137,0.0012315270935960591,0.0030864197530864196,0.00176056338028169
6b7efd09-640b-4262-afcc-600445063a5e,0.9781021897810219,0.021897810218978103,1.0,0.04285714285714286
75182530-60cc-46ec-944f-59d2fb160cee,0.9784160455456751,0.0030864197530864196,0.02857142857142857,0.005571030640668524
edbdeb19-814b-4c68-94c9-a5cc3da10ec5,0.9856031183158845,0.0,0.0,0.0
ff43d3ec-0253-4ea3-87f7-e4b1f3a5a4f1,0.9968304519259934,0.0,0.0,0.0
02bf7f8a-976d-4b51-84ce-2a09cc17578e,0.9970059880239521,0.0029940119760479044,0.4,0.005943536404160476
d2114573-a8fa-475e-92ca-fe473906512b,1.0,0.0,0.0,0.0
f1e2128b-b41a-4936-ae53-fdcf9b24ddb9,1.0,0.0,1.0,0.0
d8838650-303d-47de-9a8c-62a5c7e153e7,1.0,0.0,0.0,0.0
dbc46bb8-7b5c-48b7-ac6f-ecb074b0e1b4,1.0,0.0,1.0,0.0
08ca72d0-aa50-42b0-8e33-949bda0d9dfa,1.0,0.0,1.0,0.0
5fe92f5d-1a58-4bf9-8ed9-2fa0bfe92756,1.0,0.0,1.0,0.0
